date,query,user,label,tweet
"Oct 8, 2023 · 11:10 PM UTC",#indiastandswithisrael,@saurabhpande3,2,Go ahead god bless you🙏❤. Kill as much as you can. They must pay the price. #IndiaStandsWithIsrael
"Oct 15, 2023 · 3:56 PM UTC",#isupportpalestine,@BA56_Army,1,"Surah Al-Baqarah (2:195): ""And do good; indeed, Allah loves the doers of good.""  #غزة_الآن #PalestineLivesMatter #Palestine #FreePalestine #ISupportPalestine"
"Oct 16, 2023 · 10:46 PM UTC",#israelunderattack,@TammiMinoski,2,"This is very dangerous rhetoric, Anna! How can you post this this? A Jew had nothing to do with crime. What about all the murders that happen daily in Chicago? #IsraelUnderAttack #IStandWithIsrael"
"Oct 23, 2023 · 5:58 PM UTC",#stophamas,@j_almeriense,1,No sigan colaborando con la yihad global por intereses económicos.  ⚫️ Hamás desea borrar a Israel. ⚫️ Azerbaiyán y Turquía desean borrar del mapa a Armenia. @CapitanKaplan #azerbaijanisaterroriststate #StopArmenianGenocide2023 #StopHamas
"Oct 14, 2023 · 11:56 PM UTC",#freepalestine,@Bizarnik,0,#PetroValiente #FREEPALESTINE #PalestinaLibre 🇵🇸
"Oct 21, 2023 · 11:59 PM UTC",#israel,@SadamAhmed19014,2,"As winter season taking place these days, most of Gaza people and especially children who still alive are facing a very tough time, due to evacuating thier houses and lack of materials.   #Gazabombing #Gaza #Israel"
"Oct 10, 2023 · 6:02 PM UTC",#indiastandswithpalestine,@sankee_faisal,0,#IndiaStandsWithPalestine #FreePalaestine
"Oct 22, 2023 · 4:49 PM UTC",#indiastandswithisrael,@KaynarOhad,1,They aren't even bothering to hide the connection.   Today.   Downtown London.   Mid day.   Plain view.  ISIS flag out.   They feel right at home and why wouldn't they. This is after all the home of @BBCWorld ...  #HamasisISIS
"Oct 16, 2023 · 11:58 PM UTC",#palestine,@EsmaelNourUkba5,0,"If Putin did this to Kiev, nukes would be launched at Moscow. Why is it ok for Israel to do this to Gaza.? #Palestine #Gaza #GenocideinGaza #childmurderisrael #WarCrimes #guiltyhumanity #empathywithgaza"
"Oct 7, 2023 · 11:59 PM UTC",#freepalestine,@MIAN_84,2,Israel is terrest state  All humans with will #FreePalestine who will spourt the rascals Israeli  are not humans they are brutal animals like Israel
"Oct 18, 2023 · 11:00 PM UTC",#standwithisrael,@MI_Republicans,2,"This morning, Michigan House Republicans stood in front of the Capitol to condemn terrorism by Hamas.  We urge everyone to come together to condemn evil actions against innocent men, women and children.  We #StandwithIsrael  👇 View the video here 👇 https://www.facebook.com/MichiganHouseRepublicans/videos/274484081608868/?mibextid=zDhOQc"
"Oct 8, 2023 · 11:49 PM UTC",#hamasattack,@MilitaryPOV,1,"🚨 The IDF has amassed around 100,000 reserve troops, preparing to execute the task of ending Hamas control of the Gazan Strip.   #Israel #hamasattack #GazaUnderAttack #IsraelUnderAttack #Palestine #Gaza #Israel_under_attack #IsraelPalestineWar #Hamas #BREAKING"
"Oct 14, 2023 · 11:55 PM UTC",#freepalestine,@madsnic_,2,Israel is an apartheid state and the decades long illegal occupation of Palestinians must end. Only when Israel is held accountable for their war crimes and violations of international law will these cycles of violence end! #FreePalestine #EndIsraeliApartheid
"Oct 18, 2023 · 9:37 PM UTC",#standwithpalestine,@AtegosAli,2,"""And do not think that Allah is unaware of what the wrongdoers do. He only delays them for a Day when eyes will stare in horror."" (Quran 14:42)  #GazaUnderAttack - #FreePalestine - #SaveGaza - #StandWithPalestine - #EndTheOccupation - #PrayForGaza - #SupportPalestine"
"Oct 25, 2023 · 5:58 PM UTC",#stophamas,@jvizcarra1365,0,He cries now ...???? What about October 7th ...??? What about the hostages Hamas still have with them ...??? What about the murders palestinians committed on October 7th ... Weren't they also humans ...WHERE WERE YOUR FUCKING TEARS THEN...???? #StopIslam #StopHamas #BringThemBack
"Oct 22, 2023 · 11:49 PM UTC",#standwithpalestine,@MHMcEachern,2,Why do you think your rent is $3000 and you’re working 6 jobs?  ISRAEL. Wake up. We’re all Palestinians. #WeAreAllPalestinians #StandWithPalestine
"Oct 25, 2023 · 2:18 PM UTC",#stophamas,@MiEpitafio,0,@RishiSunak You're absolutely mistaken. Ceasefire would benefits millions of people in Gaza where catastrophic humanitarian desastre caused by lack of supplies and destruction caused by the war.  #StopIsraelAggression #StopHamas #GazaGenocide #RishiSnakeMustGo
"Oct 21, 2023 · 11:54 PM UTC",#freepalestine,@uspcn,1,"Great mobilization of 8,000 by @palyouthmvmt @SJPHouston USPCN and others in #Houston!  Check out video from @Arab_Voices: https://www.facebook.com/ArabVoices/videos/167080999806508/?d=w&mibextid=j8LeHn #FreePalestine #FreeGaza #GazaHospitalBombing #GazaGenocide #Palestine #Gaza"
"Oct 20, 2023 · 10:08 PM UTC",#israelunderattack,@miriamarond,0,#NewYork #Politicians Wall of Shame.  #IsraelUnderAttack #Hamas_Israel #pogrom #massacre #barbarism #savagery #inhumanity #rape # https://www.nysn.org/wall-of-shame
"Oct 9, 2023 · 11:28 PM UTC",#indiaiswithisrael,@art24karat,0,The last war of Gaza will bring an end to this and good riddance this scourge of earth Hamas and Hezbollah must be terminated forever. #indiaiswithisrael
"Oct 13, 2023 · 11:03 PM UTC",#indiastandswithisrael,@Huzoor_aa_gaye,0,#Love_and_Prayers_for_Israel #IndiaStandsWithIsrael
"Oct 11, 2023 · 11:57 PM UTC",#hamas,@arsallan__,1,"You shut your mouth, when you condemn #hamas for no reason, they give this right to themselves to say anything as they want"
"Oct 22, 2023 · 11:37 PM UTC",#standwithpalestine,@LIBYANIYYA,1,"Enough killing !! Where should these ppl go !! As if not enough their land ,homes, country is occupied by Israel @un @hrw @antonioguterres #BreakingTheSilence #FreePalestine #GazaUnderAttack #Genocide #WarCrimes #CrimesAgainstHumanity #CollectivePunishment #standwithpalestine"
"Oct 19, 2023 · 12:47 PM UTC",#indiastandswithpalestine,@narendramodi,1,"Spoke to the President of the Palestinian Authority H.E. Mahmoud Abbas. Conveyed my condolences at the loss of civilian lives at the Al Ahli Hospital in Gaza. We will continue to send humanitarian assistance for the Palestinian people. Shared our deep concern at the terrorism, violence and deteriorating security situation in the region. Reiterated India's long-standing principled position on the Israel-Palestine issue."
"Oct 9, 2023 · 11:58 PM UTC",#freepalestine,@EricElemen,2,Over my lifetime Israel has successfully dehumanized the Palestinian people in the eyes of the world. There will be no peace in Israel and Palestine until Palestine is free. #FreePalestine #EndIsraeliOccupation
"Oct 8, 2023 · 9:54 PM UTC",#standwithpalestine,@JusticeUnifier,2,Who is Ukraine now? 👉Doesn't matter.  The new battlefield is now interesting to the whole world. Freedom for the Palestinians from the Zionist occupiers.☝️ Palestine has suffered your terror for 74 years! #standwithPalestine #FreePalestine #PalestineWar #IsraelIsATerroristState
"Oct 18, 2023 · 11:56 PM UTC",#hamas,@pekkasaarremaa,1,Do we know for sure there are 500 dead people or is it just #Hamas that says that?
"Oct 8, 2023 · 3:39 PM UTC",#indiaiswithisrael,@AnimeshIksht,0,"#IndiaiswithIsrael #Israel officially declares war for the 1st time in 50 years amid #Hamasattack   -Hamas wants to murder us, this enemy kills children & mothers in their homes: Israeli PM https://shrts.in/MyfU2  -via inshorts"
"Oct 7, 2023 · 11:18 PM UTC",#isupportpalestine,@Abdulmajid1960,2,#Isupportpalestine
"Oct 14, 2023 · 11:56 PM UTC",#israel,@maysoonzayid,1,"My family, my God children and my person are all in #Palestine #Bethlehem #Jerusalem #ramallah #Israel has completely cut them off from each other and from food or supplies nobody is talking about #WestBank but it's a nightmare it is clear that the massacres won't end in #Gaza."
"Oct 20, 2023 · 11:54 PM UTC",#hamas,@MoDellawn,1,#LGBTQ marching for #hamas?? Turkeys march for Xmas…🤣
"Oct 26, 2023 · 11:57 PM UTC",#israel,@Doraemoso21,0,"If you think there's nothing you can do and give up, that's it. Even if others make fun of me, I want to continue wishing for my ideals. #Israel　#Gaza #ukraine　#Russia #戦争"
"Oct 14, 2023 · 9:11 PM UTC",#hamas,@krassenstein,1,"UPDATE: Iran’s Foreign Minister, Amir Abdollohian has just arrived in Doha,  Qatar to meet with the leader of Hamas, Ismail Haniyeh.   As Hamas’ leadership urges civilians In the north of Gaza to stay put and not flee to the South to escape Israel’s planned incursion, Hamas’ cowardly terrorist leadership and their families are vacationing in Qatar meeting with Iran.   Meanwhile Netanyahu is on the front lines in Israel defending his country."
"Oct 11, 2023 · 8:38 PM UTC",#isupportpalestine,@AnkitaSharma_26,2,#ISupportPalestine
"Oct 7, 2023 · 11:58 PM UTC",#standwithisrael,@macblue4u,0,Israeli Defense Forces - Israel Military Power - Mi Shemaamin Lo Mefached   🇮🇱 #IsraelUnderAttack #IsraelAtWar #StandWithIsrael 🇮🇱 Operation “Swords of Iron” @IDF @IAFsite  🙏 #PrayForIsrael 🙏 https://piped.video/FOw9Y-aeDhw?si=gumE0nWSaK_5k3Eu
"Oct 11, 2023 · 11:57 PM UTC",#israel,@FedaAbuBaker,0,"Massacres against 25 Palestinian families, completely annihilated with no survivors, were removed from the Palestinian civil registry due to the Zionist airstrikes of civilian homes in the #Gaza Strip. #FreeGaza #Israel #IsraelTerrorists #IsraelPalestineConflict"
"Oct 13, 2023 · 9:17 PM UTC",#hamasattack,@Ams212a,,🚨BREAKING 🚨   Israeli massacres in Gaza in few days: 🩸killed 1900 civilians  🩸killed 641 children  🩸killed 370 women  Hamas -Israel #Hamas #Hamas_is_ISIS #hamasattack #HamasTerrorism #GazaUnderAttack #IsraelPalestineConflict #Hamas_is_ISIS #Hamas #HamasTerrorist
"Oct 21, 2023 · 10:31 PM UTC",#israelpalestinewar,@Breaking24HNews,0,🇵🇸 LIVERPOOL FRIENDS OF PALESTINE  #GazaHospital #FreePalestine #IsraelTerorrist #ısraelpalestinewar #IsraeliNewNazism #LiverpoolFC
"Oct 12, 2023 · 5:11 PM UTC",#isupportisrael,@asitava2k,0,"Good job done by #Israel, let them eliminate all radical barbarians from the Middle East #Gaza #ISupportIsrael #Istandwithisreal"
"Oct 21, 2023 · 2:12 PM UTC",#israelpalestinewar,@A_Abdelrahman0,0,"23-Khirbet Susiya, South Hebron Hills Soldiers guard settlers invading children playground"
"Oct 13, 2023 · 11:59 PM UTC",#freepalestine,@SportPlusNew,2,#vesteabandeira #FreePalestine #RonaldoDay #CR7𓃵
"Oct 7, 2023 · 11:56 PM UTC",#israelunderattack,@DMLNewsApp,1,"ISRAEL WAR UPDATE: Republicans blast Biden over $6 BIL given to Iran, Trump’s warning now trending…. #IsraelUnderAttack  Download the free DML News app today for political news you can trust. https://dennismichaellynch.com/israel-war-update-republicans-blast-biden-over-6-bil-given-to-iran-trumps-warning-now-trending/"
"Oct 7, 2023 · 11:59 PM UTC",#hamas,@Yeshua_7,0,No mercy to #Hamas
"Oct 24, 2023 · 11:04 PM UTC",#standwithisrael,@baggslady,0,@adliehassan Now I understand. You’re Muslim and we all know how much hate you get filled with. No help for you. Take your brainwashing else where.  #STANDWITHISRAEL #STOPJEWISHHATE
"Oct 14, 2023 · 8:05 PM UTC",#isupportpalestine,@faysalking,2,May Allah protect you and your family my brother. #ISupportGaza #ISupportPalestine
"Oct 20, 2023 · 10:38 PM UTC",#israelunderattack,@ynrzk_,0,#VisitIsrael #StandsWithIsrael #ısraelTerrorists #IsraelAttack #IsraelFightsBack #Israelunderattack
"Oct 18, 2023 · 5:45 PM UTC",#isupportpalestine,@sirenicnrgs,2,#ISupportPalestine
"Oct 22, 2023 · 10:40 AM UTC",#stophamas,@MeniEvenIsrael,0,that is the way everywhere they are hiding we will reach them! no mercy on evil! #StopHamas
"Oct 12, 2023 · 11:55 PM UTC",#palestine,@Megadep668,0,The atrocities being carried out by Israel is sickening. #Isarael #Murder #Genocide #Palestine #Civilians
"Oct 15, 2023 · 5:36 PM UTC",#indiastandswithpalestine,@Hussain28354881,,this is for those andhbhkts who r blindly supporti this #IsraelTerrorists #ZionistTerrorists from India where Officially #IndiaStandsWithPalestine but these andhbhkats are just following some Chothi fail Politicians Instead of Indian official persons #FreePalestine
"Oct 16, 2023 · 10:55 PM UTC",#israelunderattack,@RightonNYC,2,Universities losing  $$$ over Israel position-or lack of. #IsraelUnderAttack https://www.dailymail.co.uk/ushome/index.html
"Oct 11, 2023 · 10:23 PM UTC",#indiastandswithisrael,@HarinathPriya,1,"Just as an Indian, he expressed friendship, brotherhood, and love for a true friend, representing all Indians and striving to be on the right side of history. #Israel loads of love, strength, and prayers from #India . #IStandWithIsrael #IndiaStandsWithIsrael 🇮🇱❤️🤝🇮🇳"
"Oct 12, 2023 · 4:46 PM UTC",#indiastandswithisrael,@narendramodi177,0,HUGE : It's illegal To Support Terror Organizations In France.   Police Break Up A Massive Protest Celebrating Hamas. #IsraelFightsBack
"Oct 8, 2023 · 2:50 PM UTC",#indiastandswithpalestine,@Rajaonly1999,2,The Reality #GazaUnderAttack #FreePalastine #IndiaStandsWithPalestine
"Oct 19, 2023 · 11:12 PM UTC",#standwithisrael,@shalevai,0,#HamasisISIS #StandWithIsrael
"Oct 13, 2023 · 11:02 PM UTC",#standwithpalestine,@MalikMoazamAly1,2,This is what Israel is doing in Gaza 😭💔  #FreePalaestine May Allah remove Israel from Earth 🌎 Ameen 🤲 #StandWithPalestine #IsraelPalestineConflict #Gaza_under_attack
"Oct 17, 2023 · 11:55 PM UTC",#hamas,@kerry98198,1,#Hamas did it.  https://nitter.net/GeoConfirmed/status/1714391472353513641?t=oldoP_hBGOQqvCGSkpWfQg&s=19
"Oct 12, 2023 · 11:40 PM UTC",#hamasattack,@asmaaalamri90,0,Israel is wreaking havoc everywhere in Palestine  #FreeGaza #HamasISIS #GazaUnderAttack #IsraelPalestineConflict #hamasattack #Israel #IsraelPalestineConflict
"Oct 12, 2023 · 11:59 PM UTC",#israelpalestinewar,@markhcohen,2,One of many heroes who sacrificed their lives to save others. #IsraelPalestineWar
"Oct 26, 2023 · 11:55 PM UTC",#freepalestine,@NaderAlkeinay,2,#IsraelIsATerroristState #FreePalestine
"Oct 20, 2023 · 5:39 PM UTC",#isupportisrael,@wecause,0,Being against #Hamas is not #anti #Palestine. #Israel faced one of the goriest terror attack in the history of mankind and it has all the right for retribution but that doesn’t dilute the humanitarian crisis faced by the people of #Palestine. #ISupportIsrael #ISupportPalestine
"Oct 23, 2023 · 10:50 PM UTC",#standwithpalestine,@wxyzzyxw0,2,"🇵🇸 Stand with Gaza! Stand with Palestine! #StandWithPalestine  People in whole world say against Israel, do stop attack on Gaza and Palestine!  We, Japanese stand with Gaza and Palestine."
"Oct 16, 2023 · 11:34 PM UTC",#standwithpalestine,@samiyahk26,2,#FreePaleastine #StandWithPalestine
"Oct 17, 2023 · 11:36 PM UTC",#israelpalestinewar,@THE_SQUADR0N,0,❗Protests in Barcelona and confrontations with the police.  Please Follow @THE_SQUADR0N For Latest Updates  #palastine #Gaza #Hamas #IsraelPalestineWar #Israel #IsraelPalestineConflict #Hamas_is_ISIS #HamasMassacre #HamasTerrorisme #hospital #Barcelona
"Oct 18, 2023 · 11:36 AM UTC",#indiastandswithpalestine,@MohdMuneef16,2,#FreePalestine #IndiaStandsWithPalestine #ShameOnYouArabs
"Oct 17, 2023 · 9:50 PM UTC",#indiastandswithisrael,@Rickyo93,0,"Islamic Jihad bombed a hospital in Gaza.   It fired a barrage of rockets into Israel and one of them was misfired and hit a hospital, killing hundreds.  #HamasisISIS #HaramiMahuaMoitra #HaramiMahua #IndiaStandsWithIsrael #Israel #Israelunderattack"
"Oct 11, 2023 · 11:28 PM UTC",#standwithisrael,@emperoreggrolls,0,@AOC I'm sure you'll retweet this one like you did the anti-Palestinian video? amirite? #antisemite #HamasTerrorist #StandWithIsrael ✡️🇮🇱
"Oct 26, 2023 · 11:16 PM UTC",#israelunderattack,@sammywise_wit,0,"224 pillars of light for the men, women, and children being held hostage in Gaza. #Israel #Palestine #Hamas #Gaza #Iran #Attack #IsraelPalestineWar #IsraelUnderAttack #BAAT #ShaniLouk #BBUK📷"
"Oct 17, 2023 · 6:17 PM UTC",#isupportpalestine,@UmerVideos,2,Never gonna unfollow u or block u  #ISupportPalestine
"Oct 9, 2023 · 10:51 PM UTC",#standwithpalestine,@iEMlr90,2,#standwithPalestine 🇵🇸  #FreePalastine
"Oct 20, 2023 · 11:55 PM UTC",#freepalestine,@GreenFuture100,2,The people united will never be defeated #CeasefireNOW #FreePalestine
"Oct 7, 2023 · 2:25 PM UTC",#isupportpalestine,@OfficialShehr,2,Muslim Ummah Stands with Palestine .... 🇵🇸  #IStandWithPalestine
"Oct 9, 2023 · 11:49 PM UTC",#hamasattack,@YahwehSaysCome,0,"#IsraelAtWar #IsraelHamasWar #IsraelPalestineWar #HamasAttack #HamasTerrorism #HamasTerrorists #Hamas #HamasWarCrimes  But Jesus turned to them & said,  “Daughters of Jerusalem, do not weep for Me, but weep for yourselves and for your children. Luke 23:28 https://biblehub.com/bsb/luke/23.htm"
"Oct 14, 2023 · 12:59 PM UTC",#stophamas,@JeSuisToryScum,0,You have our sympathies and support Ambassador.  #StopHamas   Israel must do what Israel must do.
"Oct 10, 2023 · 11:51 PM UTC",#freepalestine,@GrandyCloud,2,"#FreePalestine!🇵🇸 #FreePalestineTillItsBackwards!🇵🇸 From The River to the Sea, Palestine will be FREE!🇵🇸 Hasbunallah wani'mal wakiil."
"Oct 16, 2023 · 4:45 PM UTC",#isupportisrael,@basagouda12,0,"Justifying all the cruelity, playing victim card is the old tactics. World knows how it works. World has defeated isis, it will defeat hamas. #IsrealFightsBack #ISupportIsrael"
